average_elo,encoded_pgn
1671.5,878 722 1857 1801 1917 506 455 1346 42 885 234 1050 814 1953 334 1888 998 1462 817 770 1857 1230 679 1647 881 1872 337 907 171 602 549 1154 1264 732 1614 998 1576 892 938 757 1481 1900 1883 1178 1449 998 1318 1225 2061 340 894 1502 1662 242 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1658.5,878 234 368 551 998 111 35 506 528 848 146 1952 1619 817 752 395 1053 1175 1909 722 1479 1275 2014 399 345 1909 35 111 1282 1195 751 33 1608 1856 952 1657 1318 955 912 625 35 1857 1665 1427 1275 1850 1807 880 894 33 1312 1370 2067 1615 1484 1414 646 1872 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1403.0,878 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1465.5,878 995 368 757 1346 234 1614 506 998 42 242 1475 1411 1657 1910 1614 1205 359 1256 1230 1167 1176 1675 639 1857 1462 817 1505 118 817 332 506 1264 676 679 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1592.5,1664 722 1576 1801 1764 885 1201 836 1239 234 1576 506 1857 551 368 111 1411 817 1614 1502 1872 1872 817 412 998 848 1264 1346 1945 265 757 1312 597 974 361 412 1141 1745 1127 661 118 1312 271 974 499 302 615 978 1817 412 947 1911 1249 956 1534 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1475.0,878 1346 42 1959 998 560 368 1502 1857 506 118 412 1917 1230 1945 33 1909 1247 1657 995 366 770 1202 802 129 783 615 960 1053 1475 2014 212 212 710 710 1053 1900 246 1834 2014 1675 1683 2024 1045 333 1075 709 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1523.5,878 722 1857 234 368 1856 801 506 998 960 862 817 528 1320 1053 922 752 1475 1036 1863 1909 1764 366 2047 350 1664 1957 1873 2014 1472 551 1952 1786 726 1232 1657 836 1836 770 551 556 2014 1239 359 836 162 141 1791 410 1269 884 609 1306 1490 343 527 1917 885 374 757 851 1871 1034 922 812 1517 132 661 32 72
1420.5,878 722 1857 1801 1917 506 455 1346 42 136 516 953 1090 1265 697 1359 1959 1502 319 1997 998 350 573 1764 1442 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1660.5,878 1346 42 1959 998 1045 368 1745 1857 995 1657 506 1909 1247 366 770 1202 802 591 1462 252 484 171 1475 1597 476 751 817 118 722 359 679 478 514 981 1537 337 1901 752 506 1232 860 35 1863 1910 1969 970 1836 938 140 1252 1297 549 830 1252 1297 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1645.5,878 757 1857 234 368 787 801 506 998 1863 1945 1801 1909 801 927 995 591 960 2014 722 1416 240 481 709 709 1368 817 506 16 1953 66 1176 1739 1313 1983 2047 1896 974 597 302 992 1587 1723 1300 1614 567 646 1872 1664 1490 757 1910 349 1769 1615 1992 442 634 1252 1392 310 1440 769 882 2021 2014 1084 0 -1 -1
1639.0,878 722 1857 1801 1917 506 334 1265 1306 817 2061 1863 817 234 1664 268 1361 1230 1945 33 1927 328 1909 1247 1183 350 2014 240 35 846 464 860 332 302 556 1910 1202 1202 836 1368 751 947 68 68 948 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1699.5,878 757 1857 234 368 787 801 506 998 551 35 111 528 1863 752 1764 1909 1472 1275 817 1645 865 366 770 350 2014 1803 860 1910 1952 481 1801 399 399 1192 1691 1312 1664 1199 1199 1746 1195 836 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1656.5,878 757 1857 1801 368 787 801 995 998 1265 1081 1733 1411 506 615 1346 722 240 1910 817 35 368 2063 551 544 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1648.5,878 1320 368 995 1306 922 1411 506 615 1346 722 1472 752 757 1910 1614 369 1764 1725 1801 1857 1873 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1673.0,878 1502 1857 1346 998 1230 1945 473 1215 866 1242 995 1917 960 334 240 817 1873 1264 1764 129 1713 1756 1664 1420 1505 599 1685 1050 722 862 1549 1239 186 246 936 568 1191 2014 481 626 288 397 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1668.0,878 757 1857 1801 368 787 801 551 1614 111 35 506 998 995 752 817 1036 1346 915 1872 817 922 242 242 722 240 1910 947 1420 49 1692 17 1268 1952 879 1205 1205 679 938 1847 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1666.0,878 722 1857 1801 1917 770 368 1856 801 506 998 1657 851 1462 817 817 862 573 900 907 171 1313 697 2052 814 908 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1665.0,878 757 1857 234 368 1801 1346 1657 1614 506 998 551 679 359 35 1320 1036 111 817 817 499 1863 1664 995 752 42 242 343 26 1764 2061 560 249 1176 1551 1551 284 284 833 1448 345 510 361 288 1769 1992 1815 23 374 350 1265 1325 155 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1778.5,878 757 1857 1801 368 787 801 506 998 995 868 1462 599 1685 1050 2020 862 817 1349 884 783 1392 722 71 136 136 1053 1320 1300 381 1927 1863 83 922 591 1336 1614 1646 252 1879 1707 1104 157 1764 757 1664 1112 1873 1234 1336 471 1952 530 1900 149 186 1855 913 1502 1217 647 714 950 571 1336 0 -1 -1 -1 -1
1684.0,878 995 368 1346 998 473 1313 506 734 322 1857 1801 1300 1176 146 2036 817 1952 35 722 1346 1608 556 1792 1217 1872 1467 1756 1967 641 697 783 680 186 683 878 505 1068 1591 1808 221 186 1419 1239 992 648 396 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1788.5,368 1346 1614 1502 1857 1745 242 242 998 995 862 1801 1201 506 1300 1863 698 1764 9 1551 284 182 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1752.5,368 1346 1306 302 1857 506 862 1801 1201 1176 1411 995 230 510 146 960 777 1349 1657 679 1650 551 615 1651 1259 1053 1857 1863 817 350 879 1022 1614 567 1657 1517 249 432 242 388 1192 567 1725 2014 1664 1909 471 1300 1501 567 2061 366 1764 1551 1551 1176 819 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1675.5,368 506 1614 995 998 1462 752 817 1725 624 1664 1733 878 1873 1576 1502 1814 1392 463 1346 757 1413 722 1472 1411 1952 1910 1205 1205 947 817 927 423 1191 927 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1618.5,368 1346 1614 740 878 1764 1112 922 1950 1950 1256 1535 998 1266 2063 551 1068 506 146 111 1053 645 1814 1475 1249 1723 814 1145 246 246 1990 1001 797 186 195 1001 797 186 710 1433 598 186 213 1969 481 722 723 404 498 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1615.5,878 757 1857 1801 368 801 801 787 927 995 862 234 998 722 1239 359 1546 960 774 1911 1896 812 1167 1176 374 560 1675 1587 45 1953 1318 1906 148 1191 763 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1734.0,878 722 1857 1801 1917 1265 1306 1863 368 1856 787 889 998 579 817 817 1725 624 1346 143 146 234 722 1230 1264 1764 1411 432 1219 1366 609 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1657.5,878 722 1857 506 679 1801 915 1217 334 1775 1036 1265 817 1462 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1598.0,878 234 1857 506 368 1313 1411 506 146 551 528 111 998 817 1275 1850 1807 848 947 350 1945 395 1909 1001 1414 995 759 859 2015 802 751 186 632 1587 1053 421 33 1320 427 1953 455 922 1437 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1551.5,878 757 1857 1801 368 787 801 234 1614 801 927 506 998 1176 1036 551 817 111 35 817 528 848 1195 1195 1275 412 481 953 1645 865 1910 812 302 388 242 995 521 404 544 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1635.0,878 722 1857 1801 1917 1265 1306 506 368 1856 787 889 998 1313 817 907 171 1346 1264 817 1411 1154 308 1200 1186 473 1535 801 801 927 423 955 1576 947 1560 812 742 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1732.0,878 722 1857 1801 1917 1265 1306 506 368 960 817 817 359 1313 1264 2047 1664 892 1781 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1655.5,878 551 368 111 998 506 35 1320 1910 922 1411 995 1857 1346 722 1200 1535 473 455 302 1600 2020 481 388 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1729.5,878 722 1857 1346 679 473 998 506 368 783 146 1239 359 1537 337 1472 1313 679 156 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1661.5,878 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1986.5,878 722 1857 1801 1917 1265 1306 234 368 1856 787 1733 1945 770 817 506 998 817 862 1392 1264 877 1411 1346 722 1897 308 1011 879 1801 892 952 801 801 1192 1801 1300 1176 2047 1269 1896 573 995 1769 813 1145 1136 404 2031 179 1534 885 1132 602 549 1526 1768 860 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1993.0,878 1502 368 1346 42 242 1411 1801 1306 551 1857 111 817 506 1264 817 146 1230 1945 1427 1242 995 2052 1863 2061 770 1619 2014 900 1505 366 1909 615 328 226 350 752 836 1282 1436 1645 865 1127 1588 1857 755 2020 1896 1307 860 1858 1001 1307 860 1650 395 1068 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1919.5,878 722 1857 234 368 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1820.5,878 722 1857 1801 1917 885 801 1856 817 234 334 506 1306 812 129 1713 787 1346 722 240 998 947 697 927 1264 1053 35 1259 992 657 146 1392 1301 1462 1725 907 1998 1502 289 103 960 1295 783 1723 1834 551 1112 344 620 728 2061 560 947 2014 2063 240 544 117 1930 1611 332 381 1265 1249 518 1010 134 0 -1 -1
1677.5,878 757 1857 1801 368 787 801 801 927 117 35 995 524 733 1770 506 998 1462 752 817 1917 1346 722 240 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1716.0,878 722 1857 1801 1917 1265 1306 506 334 234 2061 1230 1664 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1716.0,878 722 1857 1801 1300 1265 1306 506 368 1856 787 889 549 1863 356 1551 476 817 722 481 118 1723 656 102 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2043.5,878 234 368 506 998 551 1910 111 1857 817 1411 1801 817 1230 35 722 359 359 1945 1992 8 1427 1242 885 1868 1490 1275 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1676.5,878 722 1857 234 368 1856 801 506 998 1502 862 770 1036 960 528 1346 42 136 136 1959 1848 1045 817 240 992 506 1192 117 35 289 1746 647 1306 1265 915 846 1805 1872 1467 1176 1597 817 742 1313 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1630.0,878 1502 368 1346 42 242 1411 1801 1306 506 862 1230 249 877 1012 1176 1416 995 1857 960 817 817 230 117 1664 1801 2061 1863 1657 679 359 917 2063 551 1834 1409 1275 789 1873 1888 879 836 1127 1588 1775 2014 995 1930 1875 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1662.5,878 995 368 1346 998 506 722 1472 1910 757 1857 1801 35 787 801 801 952 1265 1520 818 1036 817 817 1176 1785 1505 1909 117 332 1080 499 1332 1027 1200 1313 1658 188 1512 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1681.5,878 722 1857 1801 1917 1265 1306 234 368 1856 787 1733 817 1230 1300 1863 698 1191 646 1872 1945 33 1909 1247 1264 350 722 1215 1215 359 679 947 64 802 1152 506 2014 1327 549 514 430 1285 981 1077 35 1 1755 848 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1604.0,878 1320 368 922 1411 995 361 506 583 1462 146 770 246 322 722 1946 751 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1687.5,878 757 1857 1801 368 787 801 995 998 506 35 1462 915 484 171 1872 1411 817 722 481 1265 1392 2063 551 544 560 817 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1870.5,878 722 1857 1801 1300 1863 698 506 817 1313 368 1425 398 801 801 1856 1656 960 927 817 998 1320 1792 1392 476 1502 862 1764 851 1664 1394 171 171 1092 549 779 779 770 656 860 1068 1733 316 234 1050 947 1033 955 210 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1879.5,878 757 1857 234 368 787 801 1863 1614 1801 35 506 998 722 1183 812 146 770 246 322 1036 877 481 388 1959 1801 817 381 1664 641 1421 1713 992 2014 1230 1587 1764 1551 1893 877 1646 111 1301 1346 1816 634 42 42 374 368 752 1997 1904 783 1512 1320 1147 1311 1540 494 1301 2047 818 1520 2061 1511 -1 -1 -1 -1
1904.0,878 995 368 1346 2052 506 722 1472 1411 757 1306 1801 982 117 361 787 787 889 118 190 193 817 817 1952 530 936 1747 1176 288 978 879 1646 1657 62 639 639 62 927 2021 506 1104 1200 1868 465 1805 1836 908 1145 1322 404 288 2052 1301 1969 1112 464 1264 368 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1962.0,878 722 1857 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2020.0,878 757 1857 995 368 787 801 1863 1411 412 998 506 817 1265 1081 960 2061 1320 615 234 1910 1475 35 922 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1965.5,878 1801 1857 234 368 551 1300 1176 1346 1657 1675 1794 679 359 817 111 1614 506 998 1863 752 817 35 1005 615 1109 992 510 528 302 1588 1067 1275 1910 1645 865 615 995 1546 506 1726 1930 2067 870 465 206 1747 1 1503 1392 1937 1557 1200 186 1252 1808 635 770 1909 1692 72 1366 1910 634 1358 0 -1 -1 -1 -1
1367.0,368 1346 1614 995 998 506 146 960 1857 817 1201 757 242 42 988 1520 246 322 1959 240 1200 1888 1756 1872 818 818 885 922 1917 1355 817 49 177 1623 915 1517 885 571 879 1646 1725 1904 2021 1999 475 1904 1945 288 836 602 332 374 337 603 1393 551 1254 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1910.0,1614 722 998 506 1857 1801 1201 1346 242 136 1300 1863 1467 1872 679 880 368 783 915 1154 171 817 697 2036 1657 308 817 812 2061 1998 499 308 1576 618 1501 1781 471 249 240 1355 1669 1900 696 804 40 2056 1346 499 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1954.0,1614 1502 1857 1346 1201 1230 249 412 1036 722 242 878 885 17 1543 242 1959 506 1277 1801 583 1863 4 1764 481 136 1959 381 1658 960 368 817 817 783 1834 648 332 1517 878 503 620 783 722 960 35 146 709 1430 879 117 953 235 1924 801 927 544 1312 2023 1868 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1653.5,1614 722 998 1863 1857 1801 368 1856 801 1265 915 1872 1927 770 591 506 862 817 817 1873 878 49 1112 1733 722 1897 742 455 2063 1313 1313 1346 146 432 1669 1900 246 938 286 860 1875 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1678.5,1614 722 998 506 1857 1801 1201 1265 1725 817 368 1856 1856 1077 1036 1997 817 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1626.5,878 1502 368 1346 42 242 1411 1801 1306 506 862 1230 249 995 2052 281 999 960 1945 33 817 1863 1657 679 359 240 900 1952 530 936 414 1705 177 817 965 432 344 2036 1983 544 1868 465 1805 1265 332 846 1857 1200 1036 1283 1393 1543 885 1244 1927 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1645.0,1614 1346 242 1959 998 560 878 722 1857 1462 1725 1801 1300 328 334 1230 146 484 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1645.0,1614 506 998 995 878 234 368 1502 1857 960 1411 817 1945 770 817 1475 722 359 359 917 332 2047 369 137 337 1952 530 936 35 1320 448 49 1664 1598 992 647 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1657.5,1614 722 998 302 368 878 862 1462 1201 350 1814 484 171 506 757 848 455 817 861 955 1736 908 316 366 1927 1945 752 866 1242 2020 33 234 1195 1282 1612 551 1053 1801 1366 1366 1050 1050 1685 1745 2042 1392 1403 679 359 1010 1791 1001 392 114 1255 1067 145 696 442 634 1104 1288 767 188 1579 1440 767 729 475 0
1631.0,1614 722 998 1801 1927 1320 591 922 1201 506 1479 234 817 960 1112 350 1945 2014 1576 281 368 1856 1856 366 1909 1646 1346 1502 1217 646 1467 915 1420 629 1264 1863 246 246 126 1191 1612 1001 539 1735 1200 421 641 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1636.0,1614 506 998 551 878 234 368 111 1857 817 1036 722 817 1801 1346 328 1124 917 35 302 752 506 1301 955 757 1910 345 2014 1366 1366 1420 1863 1887 1909 1739 719 1427 1216 332 1275 1887 1230 1490 432 2021 2063 1195 1436 609 831 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1532.0,1614 722 998 302 368 878 862 2014 226 506 481 136 887 506 246 322 1201 350 1650 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1763.0,1614 506 998 551 368 111 878 234 1857 1845 1036 722 1346 2047 308 1873 1112 1176 1725 2061 1664 1081 499 817 817 1502 35 242 242 412 1501 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1789.5,1614 995 998 1346 368 1502 878 506 722 1472 1857 960 1411 740 1256 817 35 1723 1411 302 366 481 136 242 862 1801 350 770 817 117 369 1080 900 281 1619 1087 68 927 697 341 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1670.0,1614 506 998 1346 242 136 1857 1154 171 551 1927 722 679 1612 1857 111 591 817 817 2063 368 240 499 506 1657 1608 285 1005 1201 137 257 1266 1711 1200 1614 1239 359 1010 714 1505 499 1320 823 2047 1791 859 333 1001 1576 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1660.0,1614 506 998 551 368 111 878 234 1857 1230 1036 817 817 1472 1945 1427 1427 722 35 1801 1346 328 1909 1502 1301 242 242 1863 591 1764 1957 1723 1112 1873 1361 1664 1420 1505 1603 139 72 1192 1770 281 35 1997 1969 302 1588 1067 528 1910 1998 171 1141 136 897 955 679 111 1736 0 -1 -1 -1 -1 -1 -1 -1 -1
1669.0,1614 757 1927 995 591 783 998 1863 1857 328 368 787 801 1265 817 625 35 1733 528 1657 1112 848 862 722 1945 1425 1239 234 862 772 75 75 1201 1184 1751 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1893.0,1614 506 998 551 878 234 368 111 1857 817 1036 1475 817 722 146 770 1619 1502 1945 412 1346 757 2052 1863 2061 1897 1910 1992 1615 2014 709 227 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
